EA_TUNNUS	LAHIN_TSA	NIMI_FI	EANIMI_FI	TIE	TIEOSA	ETAISYYS	X	Y	KUNNAN_NIMI
C0353103	5019	Tie 15 Kouvola, Käyrälampi	Tie 6 Lappeenrantaan	15	7	7631	6749995	487306	Kouvola
C0353104	5019	Tie 15 Kouvola, Käyrälampi	Tie 6 Helsinkiin	15	7	7631	6749995	487306	Kouvola
C0353109	5019	Tie 15 Kouvola, Käyrälampi	Tienpinta	15	7	7631	6749995	487306	Kouvola
C0358901	3011	Tie 15 Kouvola, Tuohikotti	Mikkeliin	15	15	705	6771052	503197	Kouvola
C0356401	6007	Tie 15 Laivolahti	Mikkeliin	15	19	1332	6783837	508743	Mäntyharju
C0356402	6007	Tie 15 Laivolahti	Kouvolaan	15	19	1332	6783837	508743	Mäntyharju
C0356409	6007	Tie 15 Laivolahti	Tienpinta	15	19	1332	6783837	508743	Mäntyharju
C1052201	10013	Tie 16 Alajärvi	Kyyjärvelle	16	22	3800	6993060	341714	Alajärvi
C1052202	10013	Tie 16 Alajärvi	Lapualle	16	22	3800	6993060	341714	Alajärvi
C1052209	10013	Tie 16 Alajärvi	Tienpinta	16	22	3800	6993060	341714	Alajärvi
C1053101	10013	Tie 16 Alajärvi, Möksy	Kyyjärvelle	16	26	6092	6992720	360806	Alajärvi
C1053102	10013	Tie 16 Alajärvi, Möksy	Alajärvelle	16	26	6092	6992720	360806	Alajärvi
C1053109	10013	Tie 16 Alajärvi, Möksy	Tienpinta	16	26	6092	6992720	360806	Alajärvi
C1051601	10040	Tie 18 Vähäkyrö, Tervajoki	Seinäjoelle	18	2	4880	6995436	254314	Vähäkyrö
C1051602	10040	Tie 18 Vähäkyrö, Tervajoki	Laihialle	18	2	4880	6995436	254314	Vähäkyrö
C1051609	10040	Tie 18 Vähäkyrö, Tervajoki	Tienpinta	18	2	4880	6995436	254314	Vähäkyrö
C1052901	10014	Tie 18 Seinajoki, Nurmo	Seinäjoelle	18	9	5265	6976070	285376	Seinäjoki
C1052902	10014	Tie 18 Seinajoki, Nurmo	Laihialle	18	9	5265	6976070	285376	Seinäjoki
C1052909	10014	Tie 18 Seinajoki, Nurmo	Tienpinta	18	9	5265	6976070	285376	Seinäjoki
C1052801	10035	Tie 18 Alavus	Ähtäriin	18	19	3216	6944808	326099	Alavus
C1052802	10035	Tie 18 Alavus	Seinäjoelle	18	19	3216	6944808	326099	Alavus
C1052803	10035	Tie 18 Alavus	Kuortaneelle	18	19	3216	6944808	326099	Alavus
C1052804	10035	Tie 18 Alavus	Virroille	18	19	3216	6944808	326099	Alavus
C1052809	10035	Tie 18 Alavus	Tienpinta	18	19	3216	6944808	326099	Alavus
C1051501	10018	Tie 18 Ähtäri, Inha	Jyväskylä	18	27	705	6937848	355402	Ähtäri
C1051502	10018	Tie 18 Ähtäri, Inha	Ähtäriin	18	27	705	6937848	355402	Ähtäri
C1051509	10018	Tie 18 Ähtäri, Inha	Tienpinta	18	27	705	6937848	355402	Ähtäri
C1053201	10018	Tie 18 Ähtäri, Myllymäki	Jyväskylään	18	31	1018	6940090	370422	Ähtäri
C1053202	10018	Tie 18 Ähtäri, Myllymäki	Ähtäriin	18	31	1018	6940090	370422	Ähtäri
C1053209	10018	Tie 18 Ähtäri, Myllymäki	Tienpinta	18	31	1018	6940090	370422	Ähtäri
C0951902	9012	Tie 18 Väätäiskylä	Karstulaan	18	35	70	6942063	376422	Multia
C0951601	9003	Tie 18 Petäjävesi, Kintaus	Jyväskylään	18	46	3160	6905409	413771	Petäjävesi
C0951602	9003	Tie 18 Petäjävesi, Kintaus	Keuruulle	18	46	3160	6905409	413771	Petäjävesi
C1053401	10036	Tie 19 Ilmajoki, Rengonkylä	Seinäjoelle	19	4	2164	6960058	286486	Ilmajoki
C1053402	10036	Tie 19 Ilmajoki, Rengonkylä	Jalasjärvelle	19	4	2164	6960058	286486	Ilmajoki
C1053409	10036	Tie 19 Ilmajoki, Rengonkylä	Tienpinta	19	4	2164	6960058	286486	Ilmajoki
C1050101	10014	Tie 19 Nurmo	Lapualle	19	7	2094	6971555	290958	Nurmo
C1050102	10014	Tie 19 Nurmo	Seinäjoelle	19	7	2094	6971555	290958	Nurmo
C1050109	10014	Tie 19 Nurmo	Tienpinta	19	7	2094	6971555	290958	Nurmo
C1050701	10042	Tie 19 Kauhava	Uusikaarlepyyhyn	19	16	1548	7003805	296217	Kauhava
C1050702	10042	Tie 19 Kauhava	Lapualle	19	16	1548	7003805	296217	Kauhava
C1050709	10042	Tie 19 Kauhava	Tienpinta	19	16	1548	7003805	296217	Kauhava
C1052501	10021	Tie 19 Jepua	Vaasaan	19	23	190	7037431	281758	Uusikaarlepyy
C1052502	10021	Tie 19 Jepua	Kauhavalle	19	23	190	7037431	281758	Uusikaarlepyy
C1052509	10021	Tie 19 Jepua	Tienpinta	19	23	190	7037431	281758	Uusikaarlepyy
C1255901	12029	Tie 20 Oulu, Hintta	Kuusamoon	20	1	3871	7212584	430636	Oulu
C1255902	12029	Tie 20 Oulu, Hintta	Ouluun	20	1	3871	7212584	430636	Oulu
C1255904	12029	Tie 20 Oulu, Hintta	Tie 8300 Vaalaan	20	1	3871	7212584	430636	Oulu
C1256001	12029	Tie 20 Oulu, Rusko	Kuusamoon	20	3	1421	7213426	431766	Oulu
C1256002	12029	Tie 20 Oulu, Rusko	Ouluun	20	3	1421	7213426	431766	Oulu
C1256009	12029	Tie 20 Oulu, Rusko	Tienpinta	20	3	1421	7213426	431766	Oulu
C1256101	12029	Tie 20 Korvensuora	Kuusamoon	20	3	2998	7214305	433086	Oulu
C1256102	12029	Tie 20 Korvensuora	Ouluun	20	3	2998	7214305	433086	Oulu
C1256109	12029	Tie 20 Korvensuora	Tienpinta	20	3	2998	7214305	433086	Oulu
C1256201	12029	Tie 20 Hönttämäki	Kuusamoon	20	3	4157	7215024	434068	Oulu
C1256202	12029	Tie 20 Hönttämäki	Ouluun	20	3	4157	7215024	434068	Oulu
C1256209	12029	Tie 20 Hönttämäki	Tienpinta	20	3	4157	7215024	434068	Oulu
C1256301	12005	Tie 20 Kiiminki, Välikylä	Kuusamoon	20	4	5	7216274	435817	Oulu
C1256302	12005	Tie 20 Kiiminki, Välikylä	Ouluun	20	4	5	7216274	435817	Oulu
C1256303	12005	Tie 20 Kiiminki, Välikylä	Tie 833 Yli-Kiiminkiin	20	4	5	7216274	435817	Oulu
C1256309	12005	Tie 20 Kiiminki, Välikylä	Tienpinta	20	4	5	7216274	435817	Oulu
C1250101	12005	Tie 20 Ylikiiminki, Arkala	Kuusamoon	20	10	1320	7229817	462173	Oulu
C1250102	12005	Tie 20 Ylikiiminki, Arkala	Ouluun	20	10	1320	7229817	462173	Oulu
C1250109	12005	Tie 20 Ylikiiminki, Arkala	Tienpinta	20	10	1320	7229817	462173	Oulu
C1253301	12006	Tie 20 Pudasjärvi	Kuusamoon	20	18	1449	7250997	501281	Pudasjärvi
C1253302	12006	Tie 20 Pudasjärvi	Ouluun	20	18	1449	7250997	501281	Pudasjärvi
C1253309	12006	Tie 20 Pudasjärvi	Tienpinta	20	18	1449	7250997	501281	Pudasjärvi
C1251901	12006	Tie 20 Taivalkoski, Jurmu	Kuusamoon	20	26	5876	7264207	543082	Taivalkoski
C1251902	12006	Tie 20 Taivalkoski, Jurmu	Ouluun	20	26	5876	7264207	543082	Taivalkoski
C1251904	12006	Tie 20 Taivalkoski, Jurmu	Tie 8610 Posiolle	20	26	5876	7264207	543082	Taivalkoski
C1251909	12006	Tie 20 Taivalkoski, Jurmu	Tienpinta	20	26	5876	7264207	543082	Taivalkoski
C1257809	12036	Tie 20 Taivalkoski	Tienpinta	20	31	3199	7275101	559973	Taivalkoski
C1252201	12007	Tie 20 Kuusamo, Kuolio	Kuusamoon	20	38	5317	7302114	583275	Kuusamo
C1451401	14010	Tie 21 Ylitornio	Kilpisjärvelle	21	112	5133	7341806	360859	Ylitornio
C1451402	14010	Tie 21 Ylitornio	Tornioon	21	112	5133	7341806	360859	Ylitornio
C1451409	14010	Tie 21 Ylitornio	Tienpinta	21	112	5133	7341806	360859	Ylitornio
C1454201	14011	Tie 21 Pello	Kilpisjärvelle	21	131	70	7415012	368436	Pello
C1454202	14011	Tie 21 Pello	Tornioon	21	131	70	7415012	368436	Pello
C1454209	14011	Tie 21 Pello	Tienpinta	21	131	70	7415012	368436	Pello
C1451301	14011	Tie 21 Kolari	Kilpisjärvelle	21	140	6585	7464194	364940	Kolari
C1456301	14018	Tie 21 Muonio, Tapojärvi	Kilpisjärvelle	21	147	4381	7491371	356009	Muonio
C1456302	14018	Tie 21 Muonio, Tapojärvi	Tornioon	21	147	4381	7491371	356009	Muonio
C1456309	14018	Tie 21 Muonio, Tapojärvi	Tienpinta	21	147	4381	7491371	356009	Muonio
C1453101	14019	Tie 21 Palojoensuu	Kilpisjärvelle	21	210	395	7580086	338237	Enontekiö
C1453102	14019	Tie 21 Palojoensuu	Muonioon	21	210	395	7580086	338237	Enontekiö
C1453109	14019	Tie 21 Palojoensuu	Tienpinta	21	210	395	7580086	338237	Enontekiö
C1451201	14019	Tie 21 Ropinsalmi	Kilpisjärvelle	21	225	6027	7627837	280795	Enontekiö
C1453501	14019	Tie 21 Enontekiö, Kilpisjärvi	Norjaan	21	237	677	7668488	255527	Enontekiö
C1453502	14019	Tie 21 Enontekiö, Kilpisjärvi	Tornioon	21	237	677	7668488	255527	Enontekiö
C1453507	14019	Tie 21 Enontekiö, Kilpisjärvi	Norjaan2	21	237	677	7668488	255527	Enontekiö
C1453508	14019	Tie 21 Enontekiö, Kilpisjärvi	Saanatunturi	21	237	677	7668488	255527	Enontekiö
C1453509	14019	Tie 21 Enontekiö, Kilpisjärvi	Tienpinta	21	237	677	7668488	255527	Enontekiö
C1254901	12001	Tie 22 Oulu, Maikkula	Kajaaniin	22	2	2494	7207893	431256	Oulu
C1254902	12001	Tie 22 Oulu, Maikkula	Ouluun	22	2	2494	7207893	431256	Oulu
